array_size,bubble sort,selection sort
5,25.19047619047619,22.047619047619047
10,75.0952380952381,56.095238095238095
25,359.76190476190476,279.6666666666667
50,1281.3333333333333,1083.952380952381
100,3860.5714285714284,4243.809523809524
200,15301.238095238095,16784.619047619046
